id,sku,supplier,warehouse,supply_order_id,quantity,received_date,broken_quantity,broken_date,broken_stage
2364,FAX-200,Supplier D,TX,2364,225,2026-08-23,0,,
2365,RAX-200,Supplier D,IL,2365,191,2026-09-14,0,,
2366,CAB-200,Supplier C,CA,2366,190,2026-08-23,0,,
2367,ECU-200,Supplier A,IL,2367,187,2026-09-04,0,,
2368,TIR-200,Supplier B,TX,2368,200,2026-08-25,0,,
2369,PTO-200,Supplier C,FL,2369,226,2026-09-12,0,,
2370,FUE-200,Supplier A,FL,2370,197,2026-08-28,0,,
2371,ENG-300,Supplier B,FL,2371,114,2026-09-01,0,,
2372,TRN-300,Supplier B,IL,2372,118,2026-08-30,0,,
2373,HYD-300,Supplier C,NY,2373,121,2026-08-26,0,,
2374,FAX-300,Supplier A,FL,2374,110,2026-09-18,0,,
2375,RAX-300,Supplier B,CA,2375,121,2026-08-25,0,,
2376,CAB-300,Supplier E,IL,2376,110,2026-09-07,0,,
2377,ECU-300,Supplier A,TX,2377,115,2026-09-04,0,,
2378,TIR-300,Supplier D,FL,2378,112,2026-09-09,0,,
2379,PTO-300,Supplier C,CA,2379,127,2026-09-15,0,,
2380,FUE-300,Supplier E,IL,2380,114,2026-08-28,0,,
2381,ENG-400,Supplier A,FL,2381,184,2026-09-10,0,,
2382,TRN-400,Supplier C,CA,2382,164,2026-09-07,0,,
2383,HYD-400,Supplier A,FL,2383,177,2026-09-11,10,2026-09-12,receiving
2384,FAX-400,Supplier A,FL,2384,195,2026-08-30,14,2026-09-08,assembly
2385,RAX-400,Supplier B,TX,2385,178,2026-09-11,0,,
2386,CAB-400,Supplier C,FL,2386,197,2026-09-21,0,,
2387,ECU-400,Supplier A,TX,2387,189,2026-08-24,0,,
2388,TIR-400,Supplier B,TX,2388,203,2026-09-01,11,2026-09-22,assembly
2389,PTO-400,Supplier C,IL,2389,182,2026-09-04,0,,
2390,FUE-400,Supplier E,NY,2390,182,2026-08-19,0,,
2391,ENG-500,Supplier A,NY,2391,160,2026-09-11,8,2026-09-14,field
2392,TRN-500,Supplier C,NY,2392,137,2026-08-26,0,,
2393,HYD-500,Supplier C,NY,2393,140,2026-08-27,7,2026-08-29,field
2394,FAX-500,Supplier D,CA,2394,150,2026-09-03,0,,
2395,RAX-500,Supplier B,CA,2395,140,2026-09-02,0,,
2396,CAB-500,Supplier E,CA,2396,137,2026-08-28,0,,
2397,ECU-500,Supplier A,CA,2397,132,2026-08-29,0,,
2398,TIR-500,Supplier D,NY,2398,138,2026-09-18,0,,
2399,PTO-500,Supplier D,NY,2399,131,2026-09-15,0,,
2400,FUE-500,Supplier A,NY,2400,144,2026-09-12,0,,
2401,ENG-200,Supplier B,NY,2411,162,2026-09-20,0,,
2402,HYD-200,Supplier C,FL,2413,170,2026-09-21,0,,
2403,RAX-200,Supplier B,IL,2415,156,2026-09-16,0,,
2404,PTO-300,Supplier C,CA,2429,155,2026-09-19,0,,
2405,TIR-400,Supplier B,NY,2438,178,2026-09-20,0,,
2406,ENG-500,Supplier A,IL,2441,144,2026-09-19,0,,
2407,HYD-500,Supplier A,TX,2443,165,2026-09-19,0,,
